tweet_id,content,label
tweet_5897,I've been reading up on Sims 3 genetics on the Sims 2 forums. Apparently hair dye is passed on to offspring. I'm very disappointed,4
tweet_5898,@lilyginny27 @tomfelton no freakin way!  Gah LG... I'm sad for you.  No love for the feltbeats admin...,4
tweet_5899,"omg, my right hear is blocked and it's so annoying. what if i wake up deaf?   not gonna lie, i'm so scared",4
tweet_5900,"@swopusa  Damn, I was hoping that was somewhere in the U.S.",4
tweet_5901,I want it to be 5 already,2
tweet_5902,GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...,1
tweet_5903,Chemistry is not fun..,4
tweet_5904,@PartyGurle That's great! I will have to do the same as I was forced to miss it. I had to leave for work.,7
tweet_5905,Missing brandon. Wanting to talk to anthony. Sadshoes,4
tweet_5906,"@reba Wish I could listen but because I'm from Canada, the website won't let me!",3
tweet_5907,@iamdiddy i need a hug i dnt feel so good,6
tweet_5908,@JillzWorth i rarely sleep.. cant help it   hehe,4
tweet_5909,@arcadianlady eek can't wait to see it!! as well as everyone elses. gahh i don't know what i want  lol,7
tweet_5910,@iamdiddy I need a hug... Gotta find another place to live and a new job,4
tweet_5911,@iamdiddy me because I might not have enough money for college!!!,4
tweet_5912,@iamdiddy yes I do! Because he is going to the marines to protect &amp; serve and leaving me!,4
tweet_5913,"So hot today =_=  don't like it and i hate my new timetable, having such a bad week",8
tweet_5914,@i_am_umlaut oh no!  i'm very sorry to hear,1
tweet_5915,Now I have a sunburn,4
tweet_5916,We're dealing with Overactive Let-Down right now.   http://bit.ly/9ydHU,7
tweet_5917,@the_breannarose fuuuuuuck  idk if andy can get youuuu,4
tweet_5918,"@adbert @DougOntrack @organicsue Is it me (my machine)? or... Vids freeze up, halt whole blip stream  ? http://blip.fm/~79l0q",4
tweet_5919,Just wants to compute,3
tweet_5920,watching my ard earn money dissapear.,3
tweet_5921,http://twitpic.com/66xlm -  hate when my PARKED car gets hit,8
tweet_5922,"@shanajaca *huggles* I don't see all the replies right away, and my boss is hovering today. And I'm feeling pissy about life",4
tweet_5923,"Enjoyed this week off work, back next week",9
tweet_5924,im @ the eye doctors &amp; had to bring trinity with me cause my mom fell down the stairs today &amp; broke her toe. ugh,4
tweet_5925,#FF @AriesChild she is my Vegas buddy &amp; A Laker lover uuugh but I love her even though I'm all the way n Chicago,9
tweet_5926,"Steve makes fruit smoothies for me each day &amp; they are berry delicious, I made mine today &amp; it was berry, berry bad",6
tweet_5927,@Jamie_127 poor baby  you need some aloe. Nope sorry no hints,1
tweet_5928,The Oddo's grandfather passed away in his sleep,1
tweet_5929,doesn't get to see her fav5 today like planned,1
tweet_5930,I saw amazing heeels. But they were too big,1
tweet_5931,"@Jobishia That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",3
tweet_5932,@princessxansley oh and i dont know how to get twatter mobile to work.,4
tweet_5933,@teamincredible ALL white shoes make me cringe  . White shoes give me pause.,8
tweet_5934,@AboutK damn - doesn't show how people are more conservative in blackjack,4
tweet_5935,bout to go to work,1
tweet_5936,My convo starts in 12 hours... and I am sitting 6500Km away writing GIS queries,4
tweet_5937,i finished packing and sorting out old clothes XD i have stomache ache though,4
tweet_5938,"@iamdiddy my lil sister Charese, her best friend passed today",6
tweet_5939,ITS RAINING ITS POURING.............where is my spooning  buddy,4
tweet_5940,"@INKDMOM I know, right?!? I have such a lead foot",2
tweet_5941,My mouth hurts from this stupid retainer!!,8
tweet_5942,10 out of 40 done... everyone is going to be home drinking beer starting next week,7
tweet_5943,"I am soooo hungry. But waiting for bf to get home, he has car trouble and is waiting for the mechanic to help him...",1
tweet_5944,skype call with billie but my webcam dont work,1
tweet_5945,"@MorningMajor yep,raced round it in cars and bikes,its only 40mins away,dont av much motorsport there now,its more planes n choppers now",11
tweet_5946,joe: 2.30pm Kevin pics up a new pair of pjs :') PMSL i could have died!!! lmfaoo :') I MISS MY BOYS,6
tweet_5947,@shardaeAngelica yeah and in the tatami room!  kids + tatami dont mix,4
tweet_5948,"@twaysive hm, this not a good medium for much more then yes/no  I am responding to previous posts,days ago, &amp; other conversations we had",4
tweet_5949,@rafealAnthem yes i am and i was ready to go when i got here. ugh  and its sooo pretty outside..,1
tweet_5950,"Totally been too long since I updated.  Saw Star Trek, excellent!  Killed Yogg-Saron 10 man.  Memorial Day killed 25 man raids",9
tweet_5951,@esull have a great camp!!!!! Wish I could be there.,1
tweet_5952,Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock yeah I love it,6
tweet_5953,is wanting someone to spend her summer evening with whilst she's in such a nice relaxed mood !,11
tweet_5954,@MissCaseyB I know what you mean  rain sucks...,1
tweet_5955,"@craigandera I got my copy yesterday, too, although right now I'm digging into Scala, so can't read it just yet...",4
tweet_5956,@MsHalfway I want to go back to school too *sigh* - but I am too poor,1
tweet_5957,Last day of high school  i'm gonna miss all my friends,1
tweet_5958,@hithit  missing jmichelle... told you treat me like a step child! smh,1
tweet_5959,"Oh god, I want to blow up my tooth. It hurts.",8
tweet_5960,"@lorenarojas But it is our reality  , we must survive. What doesn't kills, makes stronger. PA'LANTE LORE !",4
tweet_5961,@Jenshwa I expected it to be warm as usual and now I'm stuck wearing a sun dress on a cold day,3
tweet_5962,@neeshababyyy they won't  guys are retarded!,1
tweet_5963,On Security Audit,3
tweet_5964,@luv_liv_lyf good to hear! Just in time for the weekend. I'll be working though,11
tweet_5965,"@inlovewitharmy What timeeee? My mom says I have to do something daw tomorrow, eh. But we're never compelte!",1
tweet_5966,is off to work,3
tweet_5967,Oh... I miss the Piano.,4
tweet_5968,@Blauerpunto britta says she wants to have lunch with you too,3
tweet_5969,@N3H4 thats maddd ass bullshit dammit i feel baddd boooo powerpoint piece of shitttt,4
tweet_5970,Why didn't my favorite spotters last tweet go to my phone,1
tweet_5971,@iamdiddy I need a hug cuz these garbage truck men keep driving next to me whistling and Im working too hard 2 graduate...,4
tweet_5972,"got up at 8 today, and also misses his friend @danceashleylove",4
tweet_5973,Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out,8
tweet_5974,Don't know what the heck to do with the space of time between now and BGT    Bored.,3
tweet_5975,Just had lunch w/ @JoshHolden at Jason's Deli... then stepped in dog poo,3
tweet_5976,i'm still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,1
tweet_5977,On the way to have Griffin's staples removed from his head!  Should be fun,7
tweet_5978,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least",9
tweet_5979,"@iamdiddy I need a hug because our pitching has been lackluster, our shortstops can't field &amp; Big Papi can't get above the Mendoza line.",4
tweet_5980,headache,4
tweet_5981,"Off to play Tennis at Bel Air, courts are wet  but, we will play anyway.",1
tweet_5982,none of my friends is on this,4
tweet_5983,"hurt my left knee somehow last night, hurts to walk",4
tweet_5984,wants cookie,3
tweet_5985,@Nicsey 3000 then ya up with me my friend ... i type too much,3
tweet_5986,charlies roastbeef: mostaza no manejamos. WTF?,1
tweet_5987,"@CaronsBeachHs  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking",8
tweet_5988,"@iamdiddy - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?",1
tweet_5989,Had a fantastic day with an amazing girl! Just wish Sara didn't have to go home.  #fb,6
tweet_5990,"This wind is crampin' my style. I have a section of my yard that won't get any water. I'd move the sprinkler, but it's surrounded by mud.",4
tweet_5991,i was too slow to get $1 Up tix,1
tweet_5992,This morning I rode behind a guy with a bird cage containing a plastic Tyrannosaurus rex attached to his bicycle. I couldn't get a photo.,7
tweet_5993,shit's depressing,1
tweet_5994,There  was just a horrific fight at my school  glad everyone is ok and that it's Friday.,4
tweet_5995,@southern_storm lucky! I'm still working for another 4 hours!,4
tweet_5996,@YoungLexHolla Ooohhh  well you could always borrow and burn buddy. Lol,3
tweet_5997,@ashleytisdale Ahhh I am sooo happy Ashley Tisdale is in Germany but I am not in Oberhausen...  But i will show it in the TV at 8 o' clock,9
tweet_5998,So...woke up in time just for work.....boo,1
tweet_5999,forgot my phone at home,3
tweet_6000,wants to eat baked tahong. It's been a while. Really.  http://plurk.com/p/x24ke,3
tweet_6001,@divarina21 hello beautiful. how's mariahs baby? jackie still isn't talkin to me. i called her n left her a message the other day.,4
tweet_6002,Not really feeling like my man cherishes me  wtf ! http://myloc.me/1ZLt,10
tweet_6003,@ 5 happiness (chinese) totally disappointed  the food is USUALLY good *FAIL*,1
tweet_6004,Sad that david is leaving tomoro. for a week.,4
tweet_6005,has heart burn,4
tweet_6006,"Dang it! It seems that every time I blip a song, it's unavailable.",9
tweet_6007,@that_kat why not??  xxx,5
tweet_6008,@lewdogg I wish I could afford to attend those benefits.,6
tweet_6009,gprof problem on Mac  why ??,4
tweet_6010,@Nicsey wassup m8 ... bad day not good,4
tweet_6011,@SweetHomeBirth  link isn't working,1
tweet_6012,"The computer is being really slow, especially on typing!",4
tweet_6013,@jmliss Link didn't work,4
tweet_6014,Internet is painfully slow today,12
tweet_6015,"it might be sunny today, but alas, new product must make it to Etsy!",4
tweet_6016,whooaaa. just got an overwheolming itus attack after eating,4
tweet_6017,"@RedPumpProj i would direct message you regarding blogging while brown, but a sista hasn't mastered that technique yet  ..lol",4
tweet_6018,"@alwaysafton I had an interruption in service on my phone, so I missed everything on Tuesday morning.",4
tweet_6019,not at all happy...dont know what the reason is,1
tweet_6020,@DinerokidMayo Im upset cuz now everyone agrees,1
tweet_6021,apparently you are not getting on anymore... sad,1
tweet_6022,At the dr office for abbie's second round of shots...,4
tweet_6023,I need to sit  my insides hurt ughhh,1
tweet_6024,To lose this gut lol no seriously i have gained a lil and im not liking how it looks.,3
tweet_6025,@PhreshlyPhaded Oh wow  Thanks for the info.,9
tweet_6026,"@winkphotography great to finally meet you last night! Wish we had more time to talk. Can't go to the coffee GTGs, though... Day job.",4
tweet_6027,"omg, my right ear is blocked and it's so annoying. what if i wake up deaf?  not gonna lie, i'm so scared",4
tweet_6028,@dorritos @repressd i get migranes.. so @repressd.. that leaves you to either arthritis and/or gout!,1
tweet_6029,argh! why why why,1
tweet_6030,"Lunching and bike riding around the village today with Lulu. Love my new bike, just wish I didn't have to lock it up all the time",6
tweet_6031,@PandaMayhem my kid is sick too tho..i can't do it by myself.  i can't go there by myself like a crazy stalker,4
tweet_6032,possibly going out tonight; is there ANYTHING to do in Lancaster? I miss Baltimore,1
tweet_6033,@pilmorelee you beggar! Making me feel homesick,1
tweet_6034,Thinks its gonna rain,9
tweet_6035,@cheesygiraffe aww. I hope you feel better soon.,4
tweet_6036,"@mmitchelldaviss It saddens me, you're youtube has changed. It's just like every other youtube kid, you used to be different",4
tweet_6037,Is waiting for sumone to come online,3
tweet_6038,Feels rather lonely on here! I have no followers,4
tweet_6039,@JraseanJ aww  I wish there was sun out here. Then I can get a tan!!!!  (walks it out) go meee go meeee,3
tweet_6040,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i'm on tablets!",4
tweet_6041,Lazy day in is awesome but I really should go out,2
tweet_6042,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",1
tweet_6043,@iamdiddy including myself... guess umma be partying alone yet again...lol..,4
tweet_6044,"eating some breakfast at Panera Bread. boring cloudy weather, lil drizzle",6
tweet_6045,honestly cant wait for wednesdays chemistry exam to be over - getting to me real bad,4
tweet_6046,@QdobaMexGrill how do we know if we won?,3
tweet_6047,Rachael makes me want to cry,1
tweet_6048,"Fish fingers and potato croquettes it is then! Would love some baked beans, but they tend to hurt me.",3
tweet_6049,my internet service has been acting strange after the earthquake. Just found out that the submarine fiber optics cable got damaged,4
tweet_6050,@katebuckjr Sorry I can not reach either URL,1
tweet_6051,pondering OC/LA day trip tmr. after yoga/work. hmm n then see school of 7bells in irvine tmr nite. ponder ponder... gota work on sun tho,6
tweet_6052,@mawbooks I want a copy to read! I can't find it at my little library.  #bea09,5
tweet_6053,"Oh, I HELLA forgot to say my official good morning  Like to hear it? Here it go! Goooooooooooood Morrrrrrrrning Twitterville! Lol",9
tweet_6054,@cocodkr the vid-link is not working  but snatched some people to follow off your list ;P,5
tweet_6055,@dutchraymond yeah I didn't realize how bad it all was till now,1
tweet_6056,"being lazy the rain does that to me  gym&amp;&amp;tanning is possibe, work &amp;&amp; a small social gathering around tha corner",1
tweet_6057,Can't give blood within a year of getting a tattoo so I can't give...Im gutted,1
tweet_6058,i really need a skateboard  ........,4
tweet_6059,Are you going to hate being around my baby?,4
tweet_6060,@cindaxo the straightener's another 110 pounds though. Seems pricey,12
tweet_6061,Ugh its really hot today already and its not even noon yet  i want ice water!,5
tweet_6062,I have to go to work with out my @andrajoi and @treykinkade,1
tweet_6063,@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.,3
tweet_6064,@thetastydactyls  did you try the coat-hanger trick?,3
tweet_6065,That's it? It's done already? This is one proof that there's nothing fair in this world.   http://bit.ly/10UEMq,1
tweet_6066,@J1S2004 Ubertwitter is still giving me an error msg.. Smh... Sucks,4
tweet_6067,@nick_carter  awww poor you  - but you know ... you're doing it for US - bless you ;))),9
tweet_6068,"@thegoodhuman Sorry to hear, wish there were words to make it better you",4
tweet_6069,Will be back in Dallas tomorrow.,3
tweet_6070,Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.,8
tweet_6071,I've been offered Fred on loan but I has no moniiieeeess...,1
tweet_6072,@davegiumara yeah the weather ruined my plans too  i was gonna beach it up as well,4
tweet_6073,ok its been one hour im still waiting im losing my patience,10
tweet_6074,"@awaisnaseer I had mailed @badar76 for something, you got the e-mail, I didn't which should probly mean I won't get it",5
tweet_6075,@erinhosborn Thanks Legolas.  @betterlesson Fellowship. re: Google wave: like. @bing demoed 2. http://tinyurl.com/ma6j6l means &quot;Disease&quot;,9
tweet_6076,Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,4
tweet_6077,"Every time I hear someone from Vancouver, it makes me follow them. I'm hopelessly in love with #vancouver",6
tweet_6078,"@iamdiddy my hubby.  promised job promotion so we didn't move, signed a new lease n they withdrew the promotion...",4
tweet_6079,"@APStylebook I know, but I need some things in my life to be constant",1
tweet_6080,@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha,9
tweet_6081,@iamdiddy  My dog Nemo cause he wimpers every morning when I leave,4
tweet_6082,@_Enigma__ did you even listen to the blip i sent you,4
tweet_6083,no luck in goin to forum.. im about the only person on earth not goin out,1
tweet_6084,Starving. And Alyssa's mom would bring her subway.,1
tweet_6085,At the doctors office woooo so much fun. Have to go back to wotk after this cant afford to be off.,9
tweet_6086,Saw a black snake in the garden.  Went back for a picture and it was gone,4
tweet_6087,has new headphones but no mp3 player yet  http://plurk.com/p/x258n,1
tweet_6088,@causticsoda it was fine. i was still up playing inFamous. sorry to hear how things ended up again,3
tweet_6089,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.,8
tweet_6090,@_Cheshire_Cat_,0
tweet_6091,@anisalovesu it was apparently a request by the guests,3
tweet_6092,workin at la bootay... wheres the warm weather at???,2
tweet_6093,rip grandpa  graduation today...,6
tweet_6094,Sunburn on my knees,4
tweet_6095,@AFMikey413 that sigh doesn't sound happy.,4
tweet_6096,is sadly going to have to cancel my Chicago trip next week.,4
tweet_6097,In the mood for shrimp scampi but I don't have vermouth.,4
tweet_6098,@JonasBrothersOx umm..nope not anymoree,3
tweet_6099,@tommcfly sweet .. Englands becoming lamer and lamer since you guys left,1
tweet_6100,"i got a haircut, i felt like that guy on the &quot;Last Samuri&quot; who was forced to have his ponytail cut off.",1
tweet_6101,I ate to much lunch...now I don't want to work,6
tweet_6102,@Jengo_ i wanna go to the pub,3
tweet_6103,@GLAMvoy Yes I think so unless it changed.  I sent u a happy mothers day text but u never responded back,1
tweet_6104,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I'll do the work tops,8
tweet_6105,@emaxio still @ the courthouse!     Happy to have a job... sad its this one!,1
tweet_6106,@tearose21 Wish I could be there to enjoy a girls day!!!,1
tweet_6107,http://twitpic.com/66ydb - @jenleighbarry I made sure you got credit at the end of the book...I'm sure I forgot people though.,4
tweet_6108,where is @HoodieCouture ???,3
tweet_6109,And it's gone.,1
tweet_6110,Im here at work super bored,1
tweet_6111,JUST GOT BACK 4RM A LONG WORKOUT AT DA GYM  ....,3
tweet_6112,@Berumen4 No.  Just sitting around sculpting tiny koi.,1
tweet_6113,"I never order chips any more due to how unhealthy they are, but getting a burrito from Chipotle or Qdoba doesn't feel right without em",4
tweet_6114,i totally need to go to the doctor for my arm...this bitch is STILL hurtin like hell      i shall return,4
tweet_6115,just slammed my finger in a car dor  FML ow,3
tweet_6116,Hmph I had to order some bootleg Pharos GPS phone they dont have the BB I wanted at Office Depot,3
tweet_6117,out enjoying the weather before i have to go to work.. last shift with @jamieallover,9
tweet_6118,Piz's last lunch in b-dubb,0
tweet_6119,@Jonasbrothers Just saw the webc. awesome! i loved all the songs! im sad cuz i couldnt be there  had 2 wake up early and it started at 1am,1
tweet_6120,is stressin h-core. and is supposed to be cleaning her room. and feels like crap.,1
tweet_6121,feel like shit.....and will continue to for as long as it takes,4
tweet_6122,Can't believe i'm spending my lunch break inside @ my desk,5
tweet_6123,finishing one shift in 37 mins... drive half an hour and start all over again till 1am...and back in @ 11am tomorrow .. and its sunny,3
tweet_6124,"is suffering from hayfever, is drowsy from too much Piriton, and is heading to bed with the air purifier on",4
tweet_6125,@Mad_Gab  We should bask in misery together,1
tweet_6126,ok... finished all the Mikados  Should shut up now! lol,7
tweet_6127,@travisroberts What would you know about packing? You're making poor Lauren do it all.,4
tweet_6128,Sushi joint was closed  but still had a nice lunch w/ Angel!,2
tweet_6129,@chathuraw ???? ???? ????.....  ???? ???? ??????? ?? ???...,3
tweet_6130,says from now it will be impossible to Plurk from work  system administrators closed the access in the firew... http://plurk.com/p/x25jw,3
tweet_6131,i feel super sick,1
tweet_6132,http://wave.google.com/ &lt;3 Google ... wish they'd spend a bit more time adding bits to Chrome though,1
tweet_6133,@rayrayyyyy &quot;now or never&quot; makes me cry everytime  lol.,9
tweet_6134,going to a funeral,4
tweet_6135,Worried sick now about my granddaughter. She's at Hasbro possibly needing to have her shunt revised which means another surgery.,4
tweet_6136,Twitter is slow!,3
tweet_6137,finished the noodles. done the dishwasher. really really warm. i don't like it,0
tweet_6138,I hate it when I am in pain,1
tweet_6139,i have an ipod nano i never use.tut for the love of all things Apple,6
tweet_6140,My last day with my favorite teacher.....im quite sad,4
tweet_6141,Just updated #Tweetie and open in browser is still broken.,3
tweet_6142,@rawrrxsteffie yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,3
tweet_6143,http://twitpic.com/66yb9 Ozzy back from the vet. Not feeling well. He looks so sad.    Possible UTI. Results tomorrow.,4
tweet_6144,@crystaaale wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me,1
tweet_6145,Room is so empty,1
tweet_6146,"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara",8
tweet_6147,@LucyMeez   I tried that pincode... and it says it is expired... you only just put it up.,4
tweet_6148,@inlovewitharmy i knoooooooooooow,3
tweet_6149,"is hungry, but can't leave for lunch",4
tweet_6150,"Man, my sinuses r really buggin me this morning",1
tweet_6151,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",1
tweet_6152,kinda has a headache...,3
tweet_6153,pool is still closed  and it is cloudy. what should i cook tonight?,3
tweet_6154,@Mezzie1221 you are a slow answerer!,8
tweet_6155,@nikkijean wish i coulda been there,3
tweet_6156,Have @ Irma Vep rehearsals. No...not really.,4
tweet_6157,Why doesn't McDonald's make PINEAPPLE pies?,5
tweet_6158,Ouch!!... Stomachace.... I ate a lot...,4
tweet_6159,This is California it has to be sunny... But its not ::::: makes me kinda sad,1
tweet_6160,"Gah. I think I like Wes Carr... Thats wrong. Nothing good has come out of Australian Idol, but his 'You' song is catchy as fuck",4
tweet_6161,@heffasaurus  anything I can do to help?,4
tweet_6162,i can't sleep.  amp.,4
tweet_6163,I'm still waiting for the Oprah touch,0
tweet_6164,http://twitpic.com/66ymw I'm gonna miss these guys so much  Thanks for making the 5 years at senior school amazing!,9
tweet_6165,#itsucks when everyone but the one i want to text me is texting me!,8
tweet_6166,"@Lidybeth inoo thats why i sed ino how u feel coz im in love with kyle, i feel like such a saddo but its true ha i wanna see him tuesday",6
tweet_6167,"@MetromixOrlando ok cause the one  S orange is still open. Whew, you just scared me. Sorry the one by you closed",5
tweet_6168,oasis or ribena? toughest decision everrr,1
tweet_6169,Just got back from the concert! Some mistakes... I kinda failed my Macedonian test  But my relatives from Serbia are here! WooHoo!!!,9
tweet_6170,at school again  its boring and these people are playing country and it sucks !!!!XD,2
tweet_6171,"Whew, the first night and day of summer were.....very sad  But, I have Jess's grad party to go to tonight!!!",9
tweet_6172,Just watched the &quot;Final Break&quot; final prison break episode. It was great. Farewell Prison Break. You will be dearly missed.,9
tweet_6173,"So, no yarn arriving until Monday and I don't even know what's in this shipment.  I have nothing to dye.    Now what?",4
tweet_6174,I'm gettin ready for my trip back to MA...  I don't wanna leave!,4
tweet_6175,@Shooz1 ok ok mam ... i was jus angry,0
tweet_6176,@zHundred No. Not professional at all.,3
tweet_6177,So Bored. Firday Evening And Nothing To Do,3
tweet_6178,time to be nerd,3
tweet_6179,@soniei argh. I don't like ebay. I got outbid at the last second,8
tweet_6180,@ginjagin I think you're pretty! I'm sorry they made you feel bad,6
tweet_6181,@SiCoUK he won't reply,4
tweet_6182,just woke up to a flat tire,5
tweet_6183,"*YAAAWN* Stayed up too late last night, still gotta work &amp; get up super early tomorrow",4
tweet_6184,On the phone with the bank.,3
tweet_6185,@bethanyshondark Ouch. Better get used to it. I think 22 to 25 are prime marriage years.,11
tweet_6186,last day at Adobe  buuuut I just registered for online tech writing course!,3
tweet_6187,Not a bad back 43. Piss poor front tho. 90 still unbroken,8
tweet_6188,"@mikeneumann  You just want to go?? I know the feeling...  I'm ready to head back to the mountains, I won't go back till July",2
tweet_6189,"When i say &quot;we close at 6&quot;, it does not mean &quot;come in at 6&quot;. Ffs people. Also RIP Polly",1
tweet_6190,@sarahbellum Your not alone,2
tweet_6191,@taragracee,3
tweet_6192,Goddamnit! If we live in an age of constant communication why can't anyone return a text,8
tweet_6193,I just vacuumed my entire house three times. Screw all vacuums!!,7
tweet_6194,"@heresMonique hey u, no not yet  soon maybe tomorrow!",3
tweet_6195,@nebgen I am lost. Please help me find a good home.,3
tweet_6196,The ball on my BB is not working.  I can read any text messages....holla but don't text me,4
tweet_6197,@sonicsalamander Sorry 'bout the migraine.  Did I mention I really liked your Cissbury (sp?) pic last week?,1
tweet_6198,"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow",8
tweet_6199,"Of course, the Evil Day Job wants me to stay longer.  I need to win the lottery.",3
tweet_6200,Ok why am I still in the airport and my flightwas @ 1:47pm I haven't even boarded  http://myloc.me/1ZPI,4
tweet_6201,Uploading a 1Mo video with microb and on 3G Network in the train is really slow,8
tweet_6202,@Hellolizzay I work tomorrow,4
tweet_6203,@msdivineknight wish i could  want to stay and play with u guys and enjoy a block party for once,1
tweet_6204,"@yelyahwilliams alright. i REALLY wish you guys could've done a show in tennessee  because now, i can't go to one of your shows :'(",1
tweet_6205,I need food. It took an hour to get to work this morning. Leaving me no time to get my morning coffee and bagel,4
tweet_6206,"Jonas and Demi, I miss you  / NIIICK, in my soul, ASASGDYGYASDGY ?",4
tweet_6207,Shoot. Only 12 miles,1
tweet_6208,work all day,11
tweet_6209,First time in my live that i got a little pop up on the taskbar saying that one of my files was corrupt and I needed to run chkdisk,4
tweet_6210,@siiyu she could have been a lost dog  poor girl,1
tweet_6211,@MrSucre lmao i sure did!!! no luck though,1
tweet_6212,@sri_rng dont know IMEI number  is it tracked even in india?,4
tweet_6213,"I'd respond, if I were going",3
tweet_6214,@induce1 Panchito's burfday party tonight... wish you were here kiddo!,4
tweet_6215,Its already been a crazy morning and its ONLY 1030,4
tweet_6216,Damn. I got a math test today.,4
tweet_6217,MOtherfuck QW,12
tweet_6218,"@skie I'd have responded, if I were going",3
tweet_6219,The girl across the hall says her cat got out when the landlord was showing her apt.  so heartbreaking,1
tweet_6220,"Feeling bad for my little sister. Put a lot of money into her Saab, took full coverage off it last week, and totalled it yesterday",1
tweet_6221,"@mnemosynekurai haha yea, i just feel like its being taken the wrong direction, used to be a cool place, now its a mess",4
tweet_6222,Epsilon Greater than Zero misses her Mommy.  http://apps.facebook.com/catbook/profile/view/5626035,4
tweet_6223,Feeling very sad again today,4
tweet_6224,@Sopphue i foot think it will let you since it.s international  but we have twitter haha,9
tweet_6225,sometimes i got tired dealing with my own dilemmas..,8
tweet_6226,At the DMV,3
tweet_6227,Work is ded  out tonite tho eeeeeee,4
tweet_6228,"i want my ben and jerrys now lol, TWEET PEOPLE im bored",1
tweet_6229,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick.",8
tweet_6230,@lram2 What!?!?! I can't believe I had to find out this way...don't you ppl contact family first??!!? I'm so sad!  Who was it?!?1,4
tweet_6231,@thewhitemage It does it sometimes - it should come back ;) And the car thing sucks - I feel all anxious and yucky now,4
tweet_6232,@jroberson4 Good luck at the services tomorrow!! I wish I could see you guys on your vacation!,6
tweet_6233,Is anyone there?  Please say hello - I'm feeling lonely,4
tweet_6234,"Going to an engagement party tommorrow night - it should be mine, but its NOT!  Stepping off the soapbox.",1
tweet_6235,Watching hollyoaks - hoping Justin isn't the one to die.,4
tweet_6236,"@audreyallure - I'm really thinking about staying till tomorrow .. I have to be back in Philly 2nite, but I wanna stay so bad.",1
tweet_6237,maths seriously hate me.,4
tweet_6238,@statisticsio No! Why?,3
tweet_6239,@katiejonesy it does but that game doesn't.,3
tweet_6240,Aw. Toy Story 3 is coming out NEXT year.,3
tweet_6241,feeling rather peckish...no dinner for at least 2 hours  wah,1
tweet_6242,i cut my hand open!!!,4
tweet_6243,@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!,9
tweet_6244,"I'm just to far from where you are, I wanna go home...",4
tweet_6245,"If I were an heiress, I would be shopping all day  Kinda bad, I know",3
tweet_6246,Molly keeps punching me cuz she sees yellow cars. I'm gonna be covered in bruises. I don't like this game,7
tweet_6247,has a headache from the the heat.,4
tweet_6248,"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks",9
tweet_6249,time for work,3
tweet_6250,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.,9
tweet_6251,Is going to have one upset daughter  in a bit..mr. Rat took a sudden turn for the worse and didn't make it,4
tweet_6252,Does not feel good at all today,4
tweet_6253,"@crystaaale dude, that's eff'ed up. LOL @ chris browning you. We live so far apart and Im afraid to fly",5
tweet_6254,I need more twitter friends. I'm checking this far too often and find nothing new,3
tweet_6255,@wimnms well i miss her i think she would really like it  re:trina,1
tweet_6256,"@awaisnaseer I mailed @badar76 for some help, you got reply right now from him, I didn't get, which should probly mean I won't get it",5
tweet_6257,"Off to the shelters around me to look for her.  I hope she is okay, so afraid that she is going to get hit by a car. Can't stop crying",4
tweet_6258,Where can I get nice food for Mam down the Bay that a) is likely to have room for 3 tonight and b) isn't the mingin' burger kitchen,4
tweet_6259,my teeshirt is faaar too small for me but i like it too much to stop wearing it,3
